date_id,year,month,day,quarter,day_of_week,day_name,is_weekend
2025-07-11,2025,7,11,3,4,Friday,f
2025-07-12,2025,7,12,3,5,Saturday,t
2025-07-13,2025,7,13,3,6,Sunday,t
2025-07-14,2025,7,14,3,0,Monday,f
2025-07-15,2025,7,15,3,1,Tuesday,f
2025-07-16,2025,7,16,3,2,Wednesday,f
2025-07-17,2025,7,17,3,3,Thursday,f
2025-07-18,2025,7,18,3,4,Friday,f
2025-07-19,2025,7,19,3,5,Saturday,t
2025-07-20,2025,7,20,3,6,Sunday,t
2025-07-21,2025,7,21,3,0,Monday,f
2025-07-22,2025,7,22,3,1,Tuesday,f
2025-07-23,2025,7,23,3,2,Wednesday,f
2025-07-24,2025,7,24,3,3,Thursday,f
2025-07-25,2025,7,25,3,4,Friday,f
2025-07-26,2025,7,26,3,5,Saturday,t
2025-07-27,2025,7,27,3,6,Sunday,t
2025-07-28,2025,7,28,3,0,Monday,f
2025-07-29,2025,7,29,3,1,Tuesday,f
2025-07-30,2025,7,30,3,2,Wednesday,f
2025-07-31,2025,7,31,3,3,Thursday,f
2025-08-01,2025,8,1,3,4,Friday,f
2025-08-02,2025,8,2,3,5,Saturday,t
2025-08-03,2025,8,3,3,6,Sunday,t
2025-08-04,2025,8,4,3,0,Monday,f
2025-08-05,2025,8,5,3,1,Tuesday,f
2025-08-06,2025,8,6,3,2,Wednesday,f
2025-08-07,2025,8,7,3,3,Thursday,f
2025-08-08,2025,8,8,3,4,Friday,f
2025-08-09,2025,8,9,3,5,Saturday,t
2025-08-10,2025,8,10,3,6,Sunday,t
2025-08-11,2025,8,11,3,0,Monday,f
2025-08-12,2025,8,12,3,1,Tuesday,f
2025-08-13,2025,8,13,3,2,Wednesday,f
2025-08-14,2025,8,14,3,3,Thursday,f
2025-08-15,2025,8,15,3,4,Friday,f
2025-08-16,2025,8,16,3,5,Saturday,t
2025-08-17,2025,8,17,3,6,Sunday,t
2025-08-18,2025,8,18,3,0,Monday,f
2025-08-19,2025,8,19,3,1,Tuesday,f
2025-08-20,2025,8,20,3,2,Wednesday,f
2025-08-21,2025,8,21,3,3,Thursday,f
2025-08-22,2025,8,22,3,4,Friday,f
2025-08-23,2025,8,23,3,5,Saturday,t
2025-08-24,2025,8,24,3,6,Sunday,t
2025-08-25,2025,8,25,3,0,Monday,f
2025-08-26,2025,8,26,3,1,Tuesday,f
2025-08-27,2025,8,27,3,2,Wednesday,f
2025-08-28,2025,8,28,3,3,Thursday,f
2025-08-29,2025,8,29,3,4,Friday,f
2025-08-30,2025,8,30,3,5,Saturday,t
2025-08-31,2025,8,31,3,6,Sunday,t
2025-09-01,2025,9,1,3,0,Monday,f
2025-09-02,2025,9,2,3,1,Tuesday,f
2025-09-03,2025,9,3,3,2,Wednesday,f
2025-09-04,2025,9,4,3,3,Thursday,f
2025-09-05,2025,9,5,3,4,Friday,f
2025-09-06,2025,9,6,3,5,Saturday,t
2025-09-07,2025,9,7,3,6,Sunday,t
2025-09-08,2025,9,8,3,0,Monday,f
2025-09-09,2025,9,9,3,1,Tuesday,f
2025-09-10,2025,9,10,3,2,Wednesday,f
2025-09-11,2025,9,11,3,3,Thursday,f
2025-09-12,2025,9,12,3,4,Friday,f
2025-09-13,2025,9,13,3,5,Saturday,t
2025-09-14,2025,9,14,3,6,Sunday,t
2025-09-15,2025,9,15,3,0,Monday,f
2025-09-16,2025,9,16,3,1,Tuesday,f
2025-09-17,2025,9,17,3,2,Wednesday,f
2025-09-18,2025,9,18,3,3,Thursday,f
2025-09-19,2025,9,19,3,4,Friday,f
2025-09-20,2025,9,20,3,5,Saturday,t
2025-09-21,2025,9,21,3,6,Sunday,t
2025-09-22,2025,9,22,3,0,Monday,f
2025-09-23,2025,9,23,3,1,Tuesday,f
2025-09-24,2025,9,24,3,2,Wednesday,f
2025-09-25,2025,9,25,3,3,Thursday,f
2025-09-26,2025,9,26,3,4,Friday,f
2025-09-27,2025,9,27,3,5,Saturday,t
2025-09-28,2025,9,28,3,6,Sunday,t
2025-09-29,2025,9,29,3,0,Monday,f
2025-09-30,2025,9,30,3,1,Tuesday,f
2025-10-01,2025,10,1,4,2,Wednesday,f
2025-10-02,2025,10,2,4,3,Thursday,f
2025-10-03,2025,10,3,4,4,Friday,f
2025-10-04,2025,10,4,4,5,Saturday,t
2025-10-05,2025,10,5,4,6,Sunday,t
2025-10-06,2025,10,6,4,0,Monday,f
2025-10-07,2025,10,7,4,1,Tuesday,f
2025-10-08,2025,10,8,4,2,Wednesday,f
2025-10-09,2025,10,9,4,3,Thursday,f
2025-10-10,2025,10,10,4,4,Friday,f
2025-10-11,2025,10,11,4,5,Saturday,t
2025-10-12,2025,10,12,4,6,Sunday,t
2025-10-13,2025,10,13,4,0,Monday,f
2025-10-14,2025,10,14,4,1,Tuesday,f
2025-10-15,2025,10,15,4,2,Wednesday,f
2025-10-16,2025,10,16,4,3,Thursday,f
2025-10-17,2025,10,17,4,4,Friday,f
2025-10-18,2025,10,18,4,5,Saturday,t
2025-10-19,2025,10,19,4,6,Sunday,t
2025-10-20,2025,10,20,4,0,Monday,f
2025-10-21,2025,10,21,4,1,Tuesday,f
2025-10-22,2025,10,22,4,2,Wednesday,f
2025-10-23,2025,10,23,4,3,Thursday,f
2025-10-24,2025,10,24,4,4,Friday,f
2025-10-25,2025,10,25,4,5,Saturday,t
2025-10-26,2025,10,26,4,6,Sunday,t
2025-10-27,2025,10,27,4,0,Monday,f
2025-10-28,2025,10,28,4,1,Tuesday,f
2025-10-29,2025,10,29,4,2,Wednesday,f
2025-10-30,2025,10,30,4,3,Thursday,f
2025-10-31,2025,10,31,4,4,Friday,f
2025-11-01,2025,11,1,4,5,Saturday,t
2025-11-02,2025,11,2,4,6,Sunday,t
2025-11-03,2025,11,3,4,0,Monday,f
2025-11-04,2025,11,4,4,1,Tuesday,f
2025-11-05,2025,11,5,4,2,Wednesday,f
2025-11-06,2025,11,6,4,3,Thursday,f
2025-11-07,2025,11,7,4,4,Friday,f
2025-11-08,2025,11,8,4,5,Saturday,t
2025-11-09,2025,11,9,4,6,Sunday,t
2025-11-10,2025,11,10,4,0,Monday,f
2025-11-11,2025,11,11,4,1,Tuesday,f
2025-11-12,2025,11,12,4,2,Wednesday,f
2025-11-13,2025,11,13,4,3,Thursday,f
2025-11-14,2025,11,14,4,4,Friday,f
2025-11-15,2025,11,15,4,5,Saturday,t
2025-11-16,2025,11,16,4,6,Sunday,t
2025-11-17,2025,11,17,4,0,Monday,f
2025-11-18,2025,11,18,4,1,Tuesday,f
2025-11-19,2025,11,19,4,2,Wednesday,f
2025-11-20,2025,11,20,4,3,Thursday,f
2025-11-21,2025,11,21,4,4,Friday,f
2025-11-22,2025,11,22,4,5,Saturday,t
2025-11-23,2025,11,23,4,6,Sunday,t
2025-11-24,2025,11,24,4,0,Monday,f
2025-11-25,2025,11,25,4,1,Tuesday,f
2025-11-26,2025,11,26,4,2,Wednesday,f
2025-11-27,2025,11,27,4,3,Thursday,f
2025-11-28,2025,11,28,4,4,Friday,f
2025-11-29,2025,11,29,4,5,Saturday,t
2025-11-30,2025,11,30,4,6,Sunday,t
2025-12-01,2025,12,1,4,0,Monday,f
2025-12-02,2025,12,2,4,1,Tuesday,f
2025-12-03,2025,12,3,4,2,Wednesday,f
2025-12-04,2025,12,4,4,3,Thursday,f
2025-12-05,2025,12,5,4,4,Friday,f
2025-12-06,2025,12,6,4,5,Saturday,t
2025-12-07,2025,12,7,4,6,Sunday,t
2025-12-08,2025,12,8,4,0,Monday,f
2025-12-09,2025,12,9,4,1,Tuesday,f
2025-12-10,2025,12,10,4,2,Wednesday,f
2025-12-11,2025,12,11,4,3,Thursday,f
2025-12-12,2025,12,12,4,4,Friday,f
2025-12-13,2025,12,13,4,5,Saturday,t
2025-12-14,2025,12,14,4,6,Sunday,t
2025-12-15,2025,12,15,4,0,Monday,f
2025-12-16,2025,12,16,4,1,Tuesday,f
2025-12-17,2025,12,17,4,2,Wednesday,f
2025-12-18,2025,12,18,4,3,Thursday,f
2025-12-19,2025,12,19,4,4,Friday,f
2025-12-20,2025,12,20,4,5,Saturday,t
2025-12-21,2025,12,21,4,6,Sunday,t
2025-12-22,2025,12,22,4,0,Monday,f
2025-12-23,2025,12,23,4,1,Tuesday,f
2025-12-24,2025,12,24,4,2,Wednesday,f
2025-12-25,2025,12,25,4,3,Thursday,f
2025-12-26,2025,12,26,4,4,Friday,f
2025-12-27,2025,12,27,4,5,Saturday,t
2025-12-28,2025,12,28,4,6,Sunday,t
2025-12-29,2025,12,29,4,0,Monday,f
2025-12-30,2025,12,30,4,1,Tuesday,f
2025-12-31,2025,12,31,4,2,Wednesday,f
